8290,2.25840498317e-06
285,2.25840498317e-06
8,2.25840498317e-06
2409,2.25840498317e-06
802,2.25840498317e-06
2651,2.25840498317e-06
971,2.25840498317e-06
80,2.25840498317e-06
1501,2.25840498317e-06
1513,2.25840498317e-06
881,2.25840498317e-06
1167,2.25840498317e-06
1525,2.25840498317e-06
1532,2.25840498317e-06
1468,2.25840498317e-06
665,2.25840498317e-06
606,-2.25840498317e-06
175,2.25840498317e-06
370,0
1439,2.25840498317e-06
1563,2.25840498317e-06
28,2.25840498317e-06
94,2.25840498317e-06
362,2.25840498317e-06
151,0
1692,2.25840498317e-06
30,0
700,2.25840498317e-06
356,2.25840498317e-06
299,0
62,2.25840498317e-06
871,2.25840498317e-06
549,2.25840498317e-06
214,-2.25840498317e-06
180,0
390,2.25840498317e-06
127,2.25840498317e-06
6765,2.25840498317e-06
1490,2.25840498317e-06
20,2.25840498317e-06
339,2.25840498317e-06
439,2.25840498317e-06
25,2.25840498317e-06
1476,2.25840498317e-06
1465,2.25840498317e-06
1043,2.25840498317e-06
1253,2.25840498317e-06
359,2.25840498317e-06
26,2.25840498317e-06
1478,2.25840498317e-06
560,0
991,2.25840498317e-06
405,2.25840498317e-06
379,2.25840498317e-06
1662,2.25840498317e-06
545,2.25840498317e-06
292,0
168,2.25840498317e-06
1190,0
373,2.25840498317e-06
6227,2.25840498317e-06
566,2.25840498317e-06
349,2.25840498317e-06
1297,2.25840498317e-06
363,0
341,-2.25840498317e-06
5323,2.25840498317e-06
27,2.25840498317e-06
7161,2.25840498317e-06
1864,2.25840498317e-06
6330,2.25840498317e-06
1396,2.25840498317e-06
906,2.25840498317e-06
2843,2.25840498317e-06
433,2.25840498317e-06
286,2.25840498317e-06
1587,2.25840498317e-06
4037,2.25840498317e-06
1485,2.25840498317e-06
765,2.25840498317e-06
1487,2.25840498317e-06
611,0
717,2.25840498317e-06
895,2.25840498317e-06
604,2.25840498317e-06
1524,2.25840498317e-06
691,2.25840498317e-06
422,2.25840498317e-06
93,2.25840498317e-06
733,2.25840498317e-06
105,0
668,2.25840498317e-06
897,2.25840498317e-06
152,-2.25840498317e-06
1557,2.25840498317e-06
75,-2.25840498317e-06
1752,2.25840498317e-06
1156,2.25840498317e-06
1597,2.25840498317e-06
5,2.25840498317e-06
301,2.25840498317e-06
6624,2.25840498317e-06
447,2.25840498317e-06
415,0
789,2.25840498317e-06
1390,2.25840498317e-06
1669,2.25840498317e-06
1861,2.25840498317e-06
1007,2.25840498317e-06
1701,2.25840498317e-06
1464,2.25840498317e-06
1321,2.25840498317e-06
259,2.25840498317e-06
11,2.25840498317e-06
983,2.25840498317e-06
392,2.25840498317e-06
269,0
228,2.25840498317e-06
135,2.25840498317e-06
1446,2.25840498317e-06
252,2.25840498317e-06
979,2.25840498317e-06
609,2.25840498317e-06
1573,2.25840498317e-06
298,2.25840498317e-06
39,4.51680996634e-06
1218,2.25840498317e-06
922,2.25840498317e-06
432,2.25840498317e-06
2909,2.25840498317e-06
1471,2.25840498317e-06
673,2.25840498317e-06
132,2.25840498317e-06
378,2.25840498317e-06
656,2.25840498317e-06
431,2.25840498317e-06
1425,0
645,-2.25840498317e-06
3,2.25840498317e-06
61,2.25840498317e-06
3755,2.25840498317e-06
1718,2.25840498317e-06
